headline,snippet,pub_date,web_url
U.S. stocks gain as oil prices fall,,2008-01-28T05:00:00+0000,https://www.nytimes.com/2008/01/28/business/worldbusiness/28iht-stox.5.9561692.html
Undoing rogue trader's deals may have rattled German markets,,2008-01-25T05:00:00+0000,https://www.nytimes.com/2008/01/25/business/worldbusiness/25iht-socgen.4.9509464.html
Undoing rogue trader's deals might have rattled German markets,,2008-01-25T05:00:00+0000,https://www.nytimes.com/2008/01/25/business/worldbusiness/25iht-socgen.5.9512547.html
New Details Emerge on Rogue Trader’s Deals,Societe Generale’s unwinding of Jerome Kerviel’s bets on two European stock indexes may have been a key factor in the steep decline of the Frankfurt exchange early in the week.,2008-01-25T05:00:00+0000,https://www.nytimes.com/2008/01/25/business/worldbusiness/25cnd-bank.html
Upbeat message from Microsoft lifts stocks in Europe,,2008-01-25T05:00:00+0000,https://www.nytimes.com/2008/01/25/business/worldbusiness/25iht-25stoxFW.9497837.html
European stocks rebound on Wall Street gains,,2008-01-24T05:00:00+0000,https://www.nytimes.com/2008/01/24/business/worldbusiness/24iht-24marketFW.9460110.html
"A Day of Sharp Swings, and a Final Gain","Stocks plunged at the opening bell, spent much of the session in negative territory, then erased a 326-point deficit in the afternoon to post strong gains in the final hour.",2008-01-24T05:00:00+0000,https://www.nytimes.com/2008/01/24/business/24stox.html
European Central Banker Says Inflation Is Still Focus,The president of the European Central Bank quashed hopes that it might follow the United States Federal Reserve in cutting interest rates to contain an economic slowdown.,2008-01-24T05:00:00+0000,https://www.nytimes.com/2008/01/24/business/worldbusiness/24euro.html
Stocks Slide Steeply Again in Europe,The head of the European Central Bank dampened investors’ hopes that the bank would follow the Federal Reserve in cutting interest rates.,2008-01-23T05:00:00+0000,https://www.nytimes.com/2008/01/23/business/worldbusiness/24asiastox2.html
U.S. stocks stage a sharp rebound after wild swings,,2008-01-23T05:00:00+0000,https://www.nytimes.com/2008/01/23/business/worldbusiness/23iht-markets.5.9454331.html
"ECB remains focused on inflation, Trichet says",,2008-01-23T05:00:00+0000,https://www.nytimes.com/2008/01/23/business/worldbusiness/23iht-ecb.4.9441258.html
"Stocks Surge, Erasing Big Losses, at End of Volatile Day","Stocks plunged at the opening bell, spent much of the session in negative territory, then erased a 326-point deficit in the afternoon to post strong gains in the final hour.",2008-01-23T05:00:00+0000,https://www.nytimes.com/2008/01/23/business/24stox-web.html
Stocks tumble in U.S. and Europe; Asia gains,,2008-01-23T05:00:00+0000,https://www.nytimes.com/2008/01/23/business/worldbusiness/23iht-23markets.9427766.html
Tracking the Markets After a Global Plunge,Following a full day of trading in the U.S. after 2 days of market dives around the world.,2008-01-22T14:07:17+0000,https://thelede.blogs.nytimes.com/2008/01/22/bracing-for-the-bell/
U.S. stock close lower after a volatile session,,2008-01-22T05:00:00+0000,https://www.nytimes.com/2008/01/22/business/worldbusiness/22iht-markets.5.9418459.html
Stocks shudder in Europe after Asia plunge,,2008-01-22T05:00:00+0000,https://www.nytimes.com/2008/01/22/business/worldbusiness/22iht-sxmarket.9396487.html
U.S. stocks recover some ground but Asia takes a beating,,2008-01-22T05:00:00+0000,https://www.nytimes.com/2008/01/22/business/worldbusiness/22iht-markets.4.9414115.html
European and Asian markets plunge on U.S. recession fears,,2008-01-21T05:00:00+0000,https://www.nytimes.com/2008/01/21/business/worldbusiness/21iht-markets.2.9373337.html
World stocks battered by fears of U.S. recession,,2008-01-21T05:00:00+0000,https://www.nytimes.com/2008/01/21/business/worldbusiness/21iht-21markets.9364401.html
European and Asian markets plunge on U.S. recession fears,,2008-01-21T05:00:00+0000,https://www.nytimes.com/2008/01/21/business/worldbusiness/21iht-markets.3.9379019.html
Renewed optimism helps Asian stocks rebound; Europe recovers,,2008-01-18T05:00:00+0000,https://www.nytimes.com/2008/01/18/business/worldbusiness/18iht-mart.1.9319527.html
Are analysts too bullish for 2008?,,2008-01-10T05:00:00+0000,https://www.nytimes.com/2008/01/10/business/worldbusiness/10iht-rtrcol11.1.9124412.html
European shares flat before central bank meetings; Asian shares fall,,2008-01-10T05:00:00+0000,https://www.nytimes.com/2008/01/10/business/worldbusiness/10iht-10markets.9119904.html
"European stocks weaker, but Asian markets regain some lost ground",,2008-01-09T05:00:00+0000,https://www.nytimes.com/2008/01/09/business/worldbusiness/09iht-09markets.9092169.html
Fears of a U.S. recession mount,,2008-01-09T05:00:00+0000,https://www.nytimes.com/2008/01/09/business/worldbusiness/09iht-econ.4.9110082.html
European stocks rise; gold hits another record,,2008-01-08T05:00:00+0000,https://www.nytimes.com/2008/01/08/business/worldbusiness/08iht-08eurostoxweb.9075488.html
Asian shares edge higher,,2008-01-08T05:00:00+0000,https://www.nytimes.com/2008/01/08/business/worldbusiness/08iht-08stocks.9074382.html
Stocks rise in U.S. and Europe; gold sprints to record,,2008-01-08T05:00:00+0000,https://www.nytimes.com/2008/01/08/business/worldbusiness/08iht-08homesweb.9079900.html
Markets Still Uneasy After Loan Plan,Global markets were down Thursday despite a plan by five central banks to inject capital into the banking system to ease credit fears.,2007-12-13T05:00:00+0000,https://www.nytimes.com/2007/12/13/business/13cnd-banks.html
Drug Makers Help Lead Rebound in Overseas Shares,"Global stocks rebounded Thursday from their lowest point in more than two months, led by drug makers and utilities, whose profits are less vulnerable to an economic slowdown.",2007-11-23T05:00:00+0000,https://www.nytimes.com/2007/11/23/business/23markets.html
Asia stocks fall as oil passes $99 amid fear of U.S. slowdown,,2007-11-21T05:00:00+0000,https://www.nytimes.com/2007/11/21/business/worldbusiness/21iht-fed.3.8421536.html
"Squeezed by the dollar and oil, global stocks take a beating",,2007-11-21T05:00:00+0000,https://www.nytimes.com/2007/11/21/business/worldbusiness/21iht-markets.4.8422327.html
Stocks tumble as oil hits record high,,2007-11-21T05:00:00+0000,https://www.nytimes.com/2007/11/21/business/worldbusiness/21iht-fed.1.8418470.html
Markets still uneasy after loan plan,,2007-11-13T05:00:00+0000,https://www.nytimes.com/2007/12/13/business/worldbusiness/13iht-13fed.3.8731110.html
Sharp Sell-Off Sweeps Asian Markets,"Rising fears of a slowdown in the U.S. economy drove down Asian markets,  leading the Japanese index to a two-year low.",2007-11-12T05:00:00+0000,https://www.nytimes.com/2007/11/12/business/12cnd-marts.html
"Markets in Asia and Europe slump, tracking U.S. losses",,2007-11-02T05:00:00+0000,https://www.nytimes.com/2007/11/02/business/worldbusiness/02iht-market.1.8160517.html
Stocks fall in Europe and on Wall Street as investors face new worries,,2007-11-01T05:00:00+0000,https://www.nytimes.com/2007/11/01/business/worldbusiness/01iht-market.4.8150447.html
"Markets in Asia and Europe slump, tracking U.S. losses",,2007-11-02T05:00:00+0000,https://www.nytimes.com/2007/11/02/business/worldbusiness/02iht-market.1.8160517.html
Stocks fall in Europe and on Wall Street as investors face new worries,,2007-11-01T05:00:00+0000,https://www.nytimes.com/2007/11/01/business/worldbusiness/01iht-market.4.8150447.html
Falling consumer confidence in U.S. and Germany hurts global markets,,2007-09-25T05:00:00+0000,https://www.nytimes.com/2007/09/25/business/worldbusiness/25iht-econ.4.7634621.html
Wall Street Extends Rally After Fed Move,There were some signs today that the risk of inflation — a possible byproduct of the Fed’s interest rate cut — was abating.,2007-09-20T04:00:00+0000,https://www.nytimes.com/2007/09/20/business/19cnd-substocks.html
Global markets rise after Fed cuts rate,,2007-09-19T05:00:00+0000,https://www.nytimes.com/2007/09/19/world/asia/19iht-19subecon.7566510.html
Global markets rise after Fed cuts rate,,2007-09-19T05:00:00+0000,https://www.nytimes.com/2007/09/19/news/19iht-19econ2.7569937.html
"Bank of England, in about-face, injects cash into money markets",,2007-09-19T05:00:00+0000,https://www.nytimes.com/2007/09/19/business/worldbusiness/19iht-boe.4.7571527.html
Global Markets Rise Sharply After Rate Cut,"Asian markets rose sharply today, and European stocks were off to a strong start after the Federal Reserve cut interest rates by half a percentage point yesterday.",2007-09-19T04:00:00+0000,https://www.nytimes.com/2007/09/19/business/worldbusiness/19cnd-stocks.html
Assurances Fail to Halt Run on Northern Rock,,2007-09-18T11:30:07+0000,https://dealbook.nytimes.com/2007/09/18/assurances-fail-to-halt-run-on-northern-rock/
Official Assurances Fail to Stem Rush of Withdrawals at British Bank,Panicky customers of Northern Rock have withdrawn $4 billion since the bank acknowledged Friday that it could no longer raise money because of the credit squeeze.,2007-09-18T04:00:00+0000,https://www.nytimes.com/2007/09/18/business/worldbusiness/18northern.html
Most European Stocks Gain,"European stocks climbed for a fourth day Monday, as national benchmarks advanced in 13 of the 18 Western European markets.",2007-09-04T04:00:00+0000,https://www.nytimes.com/2007/09/04/business/worldbusiness/04stox.html
Sarkozy Urges French to Play ‘the Game of Globalization’,"President Nicolas Sarkozy, outlining the next phase of his economic plans, vowed to adopt policies to allow French companies to compete better in the world.",2007-08-31T04:00:00+0000,https://www.nytimes.com/2007/08/31/world/europe/31france.html
Sarkozy sees French way to globalize: Collectively,,2007-08-30T05:00:00+0000,https://www.nytimes.com/2007/08/30/world/europe/30iht-france.4.7323576.html
Global markets rally after U.S. rebound,,2007-08-20T05:00:00+0000,https://www.nytimes.com/2007/08/20/business/worldbusiness/20iht-20markets.7182631.html
U.S. stocks flat after rallies in Asia and Europe,,2007-08-20T05:00:00+0000,https://www.nytimes.com/2007/08/20/business/worldbusiness/20iht-20cndstox.7185805.html
Europe and Asia stocks rally after U.S. rebound,,2007-08-20T05:00:00+0000,https://www.nytimes.com/2007/08/20/business/worldbusiness/20iht-20eurostox.7179973.html
U.S. Stocks Flat After Overseas Gains,"Trading in a fairly narrow range, shares dipped in the early afternoon, rallied in the final hour, and ended little changed. The Dow industrials gained 42.27 points.",2007-08-20T04:00:00+0000,https://www.nytimes.com/2007/08/20/business/20cnd-stox.html
Global Markets Rally After U.S. Rebound,European stocks rose in early trading today and Asian markets rebounded after the Fed’s move on the discount rate last week.,2007-08-20T04:00:00+0000,https://www.nytimes.com/2007/08/20/business/worldbusiness/20cnd-markets.html
"Dow Drops 340 Points, Then Recovers Losses",Stocks staged a late rally today on Wall Street after a day of wild swings  as investors weighed the impact of the crunch in the American credit market. ,2007-08-16T04:00:00+0000,https://www.nytimes.com/2007/08/16/business/17stox-web.html
Asian markets continue slump after Wall Street losses,,2007-08-15T05:00:00+0000,https://www.nytimes.com/2007/08/16/business/worldbusiness/16iht-16asiastox.7135314.html
Mortgage fallout leads stocks down worldwide,,2007-08-15T05:00:00+0000,https://www.nytimes.com/2007/08/15/business/worldbusiness/15iht-markets.5.7133290.html
Stocks in Asia and Europe resume slide,,2007-08-15T05:00:00+0000,https://www.nytimes.com/2007/08/15/business/worldbusiness/15iht-markets.4.7129673.html
ECB adds more billions into market,,2007-08-13T05:00:00+0000,https://www.nytimes.com/2007/08/13/business/worldbusiness/13iht-markets.4.7101835.html
BNP Paribas freezes funds over subprime plunge,,2007-08-09T05:00:00+0000,https://www.nytimes.com/2007/08/09/business/worldbusiness/09iht-bnp.1.7055473.html
Stocks open flat after Asian sell-off,,2007-08-01T05:00:00+0000,https://www.nytimes.com/2007/08/01/business/worldbusiness/01iht-01cndstox.6939102.html
Stocks Close Higher After Late Rally,The Dow reversed course from a slump yesterday that led to a sell-off in Asia and carried over into Europe.,2007-08-01T04:00:00+0000,https://www.nytimes.com/2007/08/01/business/01cnd-stox.html
World Stock Markets Fall Sharply,Investors in Europe and Asia showed concerns about widening mortgage woes in the United States.,2007-08-01T04:00:00+0000,https://www.nytimes.com/2007/08/01/business/01cnd-stocks.html
Strong U.S. economy helps slow drop in world markets,,2007-07-27T05:00:00+0000,https://www.nytimes.com/2007/07/27/business/worldbusiness/27iht-market.4.6866645.html
Stock markets tumble as concerns mount over credit market,,2007-07-26T05:00:00+0000,https://www.nytimes.com/2007/07/26/business/worldbusiness/26iht-markets.4.6849903.html
Lower open of U.S. stocks ahead of a profit report from Lehman Brothers Holdings Inc,,2007-06-12T05:00:00+0000,https://www.nytimes.com/2007/06/12/business/worldbusiness/12iht-web-earns.6107390.html
Fizzling of 5-year bond rally batters stocks,,2007-06-08T05:00:00+0000,https://www.nytimes.com/2007/06/08/business/worldbusiness/08iht-web-stocks.6054790.html
Stocks in Asia and Europe drop after Wall St. losses,,2007-03-14T05:00:00+0000,https://www.nytimes.com/2007/03/14/business/worldbusiness/14iht-web-0314stocks.4903391.html
Asia and Europe Stocks Follow Wall Street,"Most stock markets in Asia closed down between 2 and 3 percent today, and European stocks opened weak.",2007-03-14T04:00:00+0000,https://www.nytimes.com/2007/03/14/business/worldbusiness/14cnd-stox.html
"Shares Continue to Sink, From Hong Kong to New York",Another big sell-off in Asia and more modest declines in European markets preceded the downturn in the United States.,2007-03-06T05:00:00+0000,https://www.nytimes.com/2007/03/06/business/worldbusiness/06stox.html
Asian stock markets continue meltdown,,2007-03-05T05:00:00+0000,https://www.nytimes.com/2007/03/05/business/worldbusiness/05iht-stocks.4799239.html
"Shares continue to sink, from Hong Kong to New York",,2007-03-05T05:00:00+0000,https://www.nytimes.com/2007/03/06/business/worldbusiness/06iht-web-0306stocks.4808897.html
Chinese stock plunge sets off a worldwide sell-off,,2007-02-27T05:00:00+0000,https://www.nytimes.com/2007/02/27/business/worldbusiness/27iht-stocks.4739047.html
Chinese stock plunge sets off a worldwide sell-off,,2007-02-27T05:00:00+0000,https://www.nytimes.com/2007/02/27/business/worldbusiness/27iht-stocks.4741602.html
Prospect of Mergers Lifts Foreign Markets,"World stock markets ended higher Monday, as merger and acquisition talk bolstered shares in Europe and Japan.",2007-02-20T05:00:00+0000,https://www.nytimes.com/2007/02/20/business/worldbusiness/20stox.html
Global Rally on First Day of Trading in New Year,Stock markets worldwide rallied on the first trading day of 2007 on speculation that profit growth and takeovers would support global equities for a fifth year.,2007-01-03T05:00:00+0000,https://www.nytimes.com/2007/01/03/business/03stox.html
Lucent Chief’s Refusal to Speak French Ruffles Gallic Feathers,,2006-11-30T12:43:19+0000,https://dealbook.nytimes.com/2006/11/30/lucent-chiefs-refusal-to-speak-french-ruffles-gallic-feathers/
Talk of Takeovers Pushes Asian Shares Up,"Stocks in Europe fell for a second day yesterday over concerns that a five-month rally may have run its course, while shares in Asia jumped to record levels amid speculation that takeovers will increase and United States interest rates may decline...",2006-11-24T05:00:00+0000,https://www.nytimes.com/2006/11/24/business/talk-of-takeovers-pushes-asian-shares-up.html
Talk of Takeovers Pushes Asian Shares Up,"Stocks in Europe fell for a second day Thursday over concerns that a five-month rally may have run its course, while shares in Asia jumped to record levels.",2006-11-24T05:00:00+0000,https://www.nytimes.com/2006/11/24/business/24stox.html
Currencies: Drop in energy shares push Asian stock markets down - Business - International Herald Tribune,,2006-11-17T05:00:00+0000,https://www.nytimes.com/2006/11/17/business/worldbusiness/17iht-mart.3578606.html
Around the Markets: Asian currencies post weekly losses - Business - International Herald Tribune,,2006-11-17T05:00:00+0000,https://www.nytimes.com/2006/11/17/business/worldbusiness/17iht-bux.3578594.html
"Dow Set a Record in Height, but Weight Had a Lot to Do With That","Floyd Norris Off the Charts column on record high set by Dow Jones industrial average; says only 10 of 30 stocks in index are higher than they were when Dow hit high on Jan 14, 2000; holds Standard & Poor's 500-stock index is 9 percent lower than ...",2006-10-07T05:00:00+0000,https://www.nytimes.com/2006/10/07/business/dow-set-a-record-in-height-but-weight-had-a-lot-to-do-with-that.html
"Dow Set a Record in Height, but Weight Had a Lot to Do With That","How indexes are computed and what they capture has a lot to do with their averages, which can sometimes be deceiving.",2006-10-07T04:00:00+0000,https://www.nytimes.com/2006/10/07/business/07charts.html
Wall Street drifts in summer doldrums - Your Money - International Herald Tribune,,2006-08-25T05:00:00+0000,https://www.nytimes.com/2006/08/25/your-money/25iht-mart.2596187.html
Stocks: Economy concerns weigh on Wall Street - Business - International Herald Tribune,,2006-07-07T05:00:00+0000,https://www.nytimes.com/2006/07/07/business/worldbusiness/07iht-mart.2143383.html
Fertile new fields for executive ambition - Business - International Herald Tribune,,2006-06-16T05:00:00+0000,https://www.nytimes.com/2006/06/16/business/worldbusiness/16iht-pay.1987040.html
Fertile new fields for executive ambition - Business - International Herald Tribune,,2006-06-16T05:00:00+0000,https://www.nytimes.com/2006/06/16/business/worldbusiness/16iht-pay.1987040.html
U.S.-Style Pay Packages Are All the Rage in Europe,"Along with hip-hop and Hollywood movies, Europeans are eagerly importing another American phenomenon: soaring pay packages for chief executives.      For decades, Europeans were far more restrained than Americans when it came to rewarding the boss...",2006-06-16T05:00:00+0000,https://www.nytimes.com/2006/06/16/business/businessspecial/usstyle-pay-packages-are-all-the-rage-in-europe.html
U.S.-Style Pay Packages Are All the Rage in Europe,"The shift is coming from the increased use of international comparisons, which are not really all that international.",2006-06-16T04:00:00+0000,https://www.nytimes.com/2006/06/16/business/businessspecial/16pay.html
Executives in Europe seek pay à la U.S.,,2006-06-15T05:00:00+0000,https://www.nytimes.com/2006/06/15/business/worldbusiness/15iht-pay.html
Stocks Slide Further After Monday's Sell-Off,Investors continued to react to the Fed chief's hints that more interest-rate hikes were in store.,2006-06-06T04:00:00+0000,https://www.nytimes.com/2006/06/06/business/06cnd-market.html
Volatility of markets called sign of realism,,2006-05-23T05:00:00+0000,https://www.nytimes.com/2006/05/23/business/worldbusiness/23iht-oecd.html
Markets tumble in Asian countries,,2006-05-22T05:00:00+0000,https://www.nytimes.com/2006/05/22/business/worldbusiness/22iht-markets.html
Globalization à la carte,,2006-05-18T05:00:00+0000,https://www.nytimes.com/2006/05/18/opinion/18iht-edsabat.html
Markets tumble on new fears of inflation,,2006-05-17T05:00:00+0000,https://www.nytimes.com/2006/05/17/business/worldbusiness/17iht-markets.html
"Drive to Dow 12,000 loses steam",,2006-05-12T05:00:00+0000,https://www.nytimes.com/2006/05/12/business/worldbusiness/12iht-markets.html
Stocks: Shares rise as Wall St. is heartened - for now,,2006-05-05T05:00:00+0000,https://www.nytimes.com/2006/05/05/business/worldbusiness/05iht-mart.html
Stocks: Microsoft report buffets Wall Street,,2006-04-28T05:00:00+0000,https://www.nytimes.com/2006/04/28/business/worldbusiness/stocks-microsoft-report-buffets-wall-street.html
"Invest Globally, Stagnate Locally","Daniel Gross column says corporate profits have been rising rapidly in Europe and US, outstripping wages, which have stalled or even declined, because globalization has given corporations greater ability to invest beyond borders; says this has giv...",2006-04-02T05:00:00+0000,https://www.nytimes.com/2006/04/02/business/yourmoney/invest-globally-stagnate-locally.html
France’s Elite C.E.O. Club May Admit First Woman,,2006-03-29T10:04:25+0000,https://dealbook.nytimes.com/2006/03/29/frances-elite-ceo-club-may-admit-first-woman/
Investment Banks Are Said to Be Preparing $6 Billion Bid for Thomson,,2006-03-27T12:46:47+0000,https://dealbook.nytimes.com/2006/03/27/investment-banks-said-to-be-preparing-6-billionbid-for-thomson/
Thomson posts a loss but foresees '06 profit,,2006-02-23T05:00:00+0000,https://www.nytimes.com/2006/02/23/technology/thomson-posts-a-loss-but-foresees-06-profit.html
France Télécom to cut jobs and raise payout,,2006-02-14T05:00:00+0000,https://www.nytimes.com/2006/02/14/business/worldbusiness/france-tlcom-to-cut-jobs-and-raise-payout.html
Spotlight: France's chief saleswoman takes on the skeptics,,2006-02-10T05:00:00+0000,https://www.nytimes.com/2006/02/10/business/worldbusiness/spotlight-frances-chief-saleswoman-takes-on-the.html
Around the Markets: Commodity outlook weakens Wall Street,,2006-02-10T05:00:00+0000,https://www.nytimes.com/2006/02/10/business/worldbusiness/around-the-markets-commodity-outlook-weakens-wall.html
Stocks: Profit forecasts give boost to Wall Street,,2006-01-27T05:00:00+0000,https://www.nytimes.com/2006/01/27/business/worldbusiness/stocks-profit-forecasts-give-boost-to-wall-street.html
Strains on a French retail empire,,2006-01-24T05:00:00+0000,https://www.nytimes.com/2006/01/24/business/worldbusiness/strains-on-a-french-retail-empire.html
Keeping things together at PPR,,2006-01-23T05:00:00+0000,https://www.nytimes.com/2006/01/23/business/worldbusiness/keeping-things-together-at-ppr.html
Around the Markets: Dow index struggles to break even in '05,,2006-01-10T05:00:00+0000,https://www.nytimes.com/2006/01/10/your-money/around-the-markets-dow-index-struggles-to-break-even-in-05.html
Spotlight: A Frenchman with virtual passion,,2006-01-06T05:00:00+0000,https://www.nytimes.com/2006/01/06/business/worldbusiness/spotlight-a-frenchman-with-virtual-passion.html
Stocks: Wall Streets caps a 5th week of gains,,2005-11-25T05:00:00+0000,https://www.nytimes.com/2005/11/25/business/worldbusiness/stocks-wall-streets-caps-a-5th-week-of-gains.html
European Shares Fall in Tandem With World Markets,European shares paced declines by stocks worldwide yesterday after a measure of German business confidence fell more than economists had predicted. DaimlerChrysler and Siemens were among the shares that fell.     United States exchanges were close...,2005-11-25T05:00:00+0000,https://www.nytimes.com/2005/11/25/business/european-shares-fall-in-tandem-with-world-markets.html
Stocks: Traders pull back on drop in confidence,,2005-11-24T05:00:00+0000,https://www.nytimes.com/2005/11/24/business/worldbusiness/stocks-traders-pull-back-on-drop-in-confidence.html
Stocks: Wall Streets gets lift as oil price falls back,,2005-11-11T05:00:00+0000,https://www.nytimes.com/2005/11/11/business/worldbusiness/stocks-wall-streets-gets-lift-as-oil-price-falls-back.html
Stocks: Investors flee after home-building forecast,,2005-11-09T05:00:00+0000,https://www.nytimes.com/2005/11/09/business/worldbusiness/stocks-investors-flee-after-homebuilding-forecast.html
Stocks: Wall Street rises on technology deals and oil,,2005-11-08T05:00:00+0000,https://www.nytimes.com/2005/11/08/business/worldbusiness/stocks-wall-street-rises-on-technology-deals-and-oil.html
Stocks: U.S. stocks decline as optimism sags,,2005-11-04T05:00:00+0000,https://www.nytimes.com/2005/11/04/business/worldbusiness/stocks-us-stocks-decline-as-optimism-sags.html
Stocks: Productivity gains fuel optimism on earnings,,2005-11-03T05:00:00+0000,https://www.nytimes.com/2005/11/03/business/worldbusiness/stocks-productivity-gains-fuel-optimism-on-earnings.html
Stocks: Acquisitions and falling oil prices lift stocks,,2005-11-01T05:00:00+0000,https://www.nytimes.com/2005/11/01/business/worldbusiness/stocks-acquisitions-and-falling-oil-prices-lift.html
Stocks: Technology companies knock down a rally,,2005-11-01T05:00:00+0000,https://www.nytimes.com/2005/11/01/business/worldbusiness/stocks-technology-companies-knock-down-a-rally.html
Stocks: Growth in U.S. GDP reassures investors,,2005-10-29T05:00:00+0000,https://www.nytimes.com/2005/10/29/business/worldbusiness/stocks-growth-in-us-gdp-reassures-investors.html
Stocks: Darkening U.S. consumer mood ends rally,,2005-10-26T05:00:00+0000,https://www.nytimes.com/2005/10/26/business/worldbusiness/stocks-darkening-us-consumer-mood-ends-rally.html
Stocks: Drug makers give tepid session a boost,,2005-10-25T05:00:00+0000,https://www.nytimes.com/2005/10/25/business/worldbusiness/stocks-drug-makers-give-tepid-session-a-boost.html
Stocks: Gloomy Pfizer outlook stops mid-week rally,,2005-10-20T05:00:00+0000,https://www.nytimes.com/2005/10/20/business/worldbusiness/stocks-gloomy-pfizer-outlook-stops-midweek-rally.html
Stocks: Slide in oil price eases Intel's earnings gloom,,2005-10-20T05:00:00+0000,https://www.nytimes.com/2005/10/20/business/worldbusiness/stocks-slide-in-oil-price-eases-intels-earnings-gloom.html
Stocks: U.S. shares rebound after 2-week slump,,2005-10-14T05:00:00+0000,https://www.nytimes.com/2005/10/14/business/worldbusiness/stocks-us-shares-rebound-after-2week-slump.html
Stocks: Fears of rising inflation trump oil price drop,,2005-10-13T05:00:00+0000,https://www.nytimes.com/2005/10/13/business/worldbusiness/stocks-fears-of-rising-inflation-trump-oil-price-drop.html
Stocks: Alcoa bolsters Dow on rough day for Wall St.,,2005-10-12T05:00:00+0000,https://www.nytimes.com/2005/10/12/business/worldbusiness/stocks-alcoa-bolsters-dow-on-rough-day-for-wall-st.html
Stocks: Downgrade of Intel underlines a troubled day,,2005-10-12T05:00:00+0000,https://www.nytimes.com/2005/10/12/business/worldbusiness/stocks-downgrade-of-intel-underlines-a-troubled-day.html
Stocks: Delphi's troubles drag down GM and Wall St.,,2005-10-11T05:00:00+0000,https://www.nytimes.com/2005/10/11/business/worldbusiness/stocks-delphis-troubles-drag-down-gm-and-wall-st.html
Stocks: Jobs reports lifts spirits on Wall St.,,2005-10-08T05:00:00+0000,https://www.nytimes.com/2005/10/08/business/worldbusiness/stocks-jobs-reports-lifts-spirits-on-wall-st.html
Stocks: Inflation jitters extend sell-off to a 2nd day,,2005-10-06T05:00:00+0000,https://www.nytimes.com/2005/10/06/business/worldbusiness/stocks-inflation-jitters-extend-selloff-to-a-2nd-day.html
Stocks: Economic worries weigh on Wall Street,,2005-10-06T05:00:00+0000,https://www.nytimes.com/2005/10/06/business/worldbusiness/stocks-economic-worries-weigh-on-wall-street.html
Stocks: Wall Street shrugs off steep drop in oil price,,2005-10-05T05:00:00+0000,https://www.nytimes.com/2005/10/05/business/worldbusiness/stocks-wall-street-shrugs-off-steep-drop-in-oil-price.html
Stocks: Investors remain wary despite ISM data,,2005-10-03T05:00:00+0000,https://www.nytimes.com/2005/10/03/business/worldbusiness/stocks-investors-remain-wary-despite-ism-data.html
Stocks: Boeing shares rise as union ends strike,,2005-09-30T05:00:00+0000,https://www.nytimes.com/2005/09/30/business/worldbusiness/stocks-boeing-shares-rise-as-union-ends-strike.html
Stocks: Boeing shares rise as union ends strike,,2005-09-30T05:00:00+0000,https://www.nytimes.com/2005/09/30/business/worldbusiness/stocks-boeing-shares-rise-as-union-ends-strike.html
Stocks: Fall in U.S. confidence extends to Wall Street,,2005-09-28T05:00:00+0000,https://www.nytimes.com/2005/09/28/business/worldbusiness/stocks-fall-in-us-confidence-extends-to-wall-street.html
Stocks: Greenspan and home sales vie with oil prices,,2005-09-27T05:00:00+0000,https://www.nytimes.com/2005/09/27/business/worldbusiness/stocks-greenspan-and-home-sales-vie-with-oil-prices.html
Stocks: Lower crude calms Wall Street nerves,,2005-09-24T05:00:00+0000,https://www.nytimes.com/2005/09/24/business/worldbusiness/stocks-lower-crude-calms-wall-street-nerves.html
Stocks rise after hurricane is downgraded,,2005-09-23T05:00:00+0000,https://www.nytimes.com/2005/09/23/business/worldbusiness/stocks-rise-after-hurricane-is-downgraded.html
Stocks: Solid earnings and lower oil lift U.S. indexes,,2005-09-21T05:00:00+0000,https://www.nytimes.com/2005/09/21/business/worldbusiness/stocks-solid-earnings-and-lower-oil-lift-us-indexes.html
Stocks: Hurricane and oil worries send indexes lower,,2005-09-21T05:00:00+0000,https://www.nytimes.com/2005/09/21/business/worldbusiness/stocks-hurricane-and-oil-worries-send-indexes-lower.html
Stocks: Upgrades bolster Big Board shares,,2005-09-17T05:00:00+0000,https://www.nytimes.com/2005/09/17/business/worldbusiness/stocks-upgrades-bolster-big-board-shares.html
Stocks: Regional survey weighs on Wall Street,,2005-09-16T05:00:00+0000,https://www.nytimes.com/2005/09/16/business/worldbusiness/stocks-regional-survey-weighs-on-wall-street.html
Stocks: Retail sector outlook weighs on Wall Street,,2005-09-14T05:00:00+0000,https://www.nytimes.com/2005/09/14/business/worldbusiness/stocks-retail-sector-outlook-weighs-on-wall-street.html
Stocks: Wall Street mixed amid huge acquisitions,,2005-09-12T05:00:00+0000,https://www.nytimes.com/2005/09/12/business/worldbusiness/stocks-wall-street-mixed-amid-huge-acquisitions.html
Stocks: Markets expect consumers to spend,,2005-09-09T05:00:00+0000,https://www.nytimes.com/2005/09/09/business/worldbusiness/stocks-markets-expect-consumers-to-spend.html
Stocks: Profit-taking ends two-day rally on Wall St.,,2005-09-09T05:00:00+0000,https://www.nytimes.com/2005/09/09/business/worldbusiness/stocks-profittaking-ends-twoday-rally-on-wall-st.html
Stocks: Service sector data help Wall St. turn positive,,2005-09-07T05:00:00+0000,https://www.nytimes.com/2005/09/07/business/worldbusiness/stocks-service-sector-data-help-wall-st-turn-positive.html
